developer,release_year,item_count,porcentaje_free
jimbob games,2015,1,0.0
jinsimer games,2016,1,0.0
jl apps,2017,2,0.0
jo erlend sund,2017,3,0.0
"jo erlend sund,jan marten krull,stairport sceneries",2017,1,0.0
"jo erlend sund,simen nygaard",2017,1,0.0
jowood vienna,2004,1,0.0
joakim sandberg,2012,1,0.0
jochen mistiaen,2015,1,0.0
joe censored games,2016,1,0.0
joe richardson,2016,1,0.0
joe sansone,2017,1,0.0
joel corelitz,2015,1,0.0
joel kivelä,2017,1,0.0
joel steudler,2015,1,0.0
joel steudler,2016,2,0.0
"joel steudler,degica",2015,2,0.0
johan aronsson,2015,1,0.0
"johan wångsell,jacob torrång",2016,1,0.0
johannes eski,2015,1,100.0
"johannes rosenberg,stefan kraus,timo armbruster",2014,1,0.0
johansteam,2014,1,0.0
johansteam,2016,1,0.0
"john bardinelli,nooskewl",2016,1,0.0
john cullen,2015,1,0.0
john mccann,2016,1,0.0
john szymanski,2015,2,0.0
john szymanski,2016,1,0.0
"john szymanski,evan szymanski,david szymanski",2015,1,0.0
john wallie,2016,1,0.0
john wizard,2015,6,0.0
john wizard,2016,7,0.0
johnny death games,2015,2,0.0
johnny ginard,2017,1,0.0
"joindots,silentfuture",2016,1,0.0
joint custody,2016,1,0.0
joint custody,2017,1,0.0
joint ventures,2017,1,0.0
jollyfish games,2016,1,0.0
jollyfish games,2017,1,0.0
jon gallant,2016,1,100.0
jon gallant,2017,6,0.0
jon harwood creations llc,2015,1,0.0
jon sudbury games,2016,1,100.0
"jon tiburzi,ben harvey,philip gibbons,marc cuva",2016,2,0.0
jonarene,2017,1,0.0
"jonas de carvalho felinto,marcelo eduardo cabral",2017,1,0.0
"jonas kjellberg,ilsanjo",2017,1,100.0
jonas kyratzes,2016,1,0.0
jonas kyratzes,2017,1,0.0
jonathan brassaud,2016,2,0.0
jonathan grey,2017,1,0.0
jonathan holmes (crait),2017,1,0.0
jonathan mccarthy,2017,1,0.0
jonathan mulcahy,2016,1,0.0
jonathan rocha,2017,1,0.0
jonathan stoffer,2017,2,0.0
jonathan tindell,2016,1,0.0
jonathan tindell,2018,1,0.0
jonathan wood,2016,1,0.0
jonathan yandel,2014,1,0.0
jonathan öhrström,2017,1,100.0
"jongwoo kim,erica lahaie,fx bilodeau,tanya short",2017,1,0.0
jonni hirst,2017,1,0.0
joona vartiainen,2016,1,0.0
joongwon games,2017,1,100.0
joqlepecheur,2016,1,100.0
jordan sendar,2015,1,0.0
jorge giner cordero,2016,2,50.0
"jorge lima,alexandre fontoura",2015,1,0.0
jorge vera blasco,2017,1,0.0
josplays,2014,1,0.0
josplays,2015,1,0.0
jose pedro díaz,2016,1,0.0
joseph calabro,2017,1,100.0
joseph macdonald,2017,1,0.0
josh,2016,1,0.0
josh koenig (slashandz),2016,1,0.0
josh tam universe,2014,1,0.0
josh tam universe,2017,1,0.0
joshua keith,2017,1,0.0
joshua missile,2015,1,0.0
joshua missile,2017,1,0.0
joshua neurnberger,2011,1,0.0
"joshua williams,evil tortilla games incorporated",2017,1,0.0
joshyy,2010,1,0.0
joure visser,2017,2,0.0
jovian industries,2017,1,0.0
joybits ltd.,2015,1,0.0
joybits ltd.,2016,2,0.0
joybits ltd.,2017,8,12.5
joymasher,2014,1,0.0
joymasher,2015,3,0.0
joycity,2015,5,20.0
joycity,2017,20,5.0
joyous raccoon,2017,1,0.0
"jsmael stieger,manuel stieger,andreas stieger",2015,2,0.0
juggernaut games,2015,1,0.0
juggernaut games,2017,1,0.0
jugilus,2014,2,0.0
jugilus,2016,1,0.0
juicy beast,2015,1,0.0
juicy beast studio,2014,1,0.0
jujubee s.a.,2014,1,0.0
jujubee s.a.,2015,1,0.0
jujubee s.a.,2017,2,0.0
jukio kallio,2015,1,0.0
julia games,2015,1,0.0
julian edison,2016,1,0.0
julian glander,2015,1,0.0
jumb-o-fun,2016,1,0.0
jumpcore productions,2014,1,0.0
"jumpstart games, inc.",2014,1,100.0
jumpsky.co,2017,1,100.0
junction point,2012,1,0.0
"jundroo, llc",2015,2,0.0
juniper games,2015,1,0.0
juniper theory,2017,1,0.0
juppiomenz,2017,1,100.0
juri schupilo,2015,2,0.0
"jurlo,jetpackgone",2015,2,50.0
just a pixel ltd.,2014,1,0.0
"just add water (developments), ltd.",2015,3,0.0
"just add water (developments), ltd.",2016,1,100.0
just fishing llc,2017,1,100.0
just flight,2015,6,0.0
just flight,2016,1,0.0
just flight,2017,12,0.0
just trains,2011,1,0.0
just trains,2015,3,0.0
just trains,2017,7,0.0
just1337 studio,2015,1,0.0
just1337 studio,2016,9,0.0
just1337 studio,2017,12,8.33
"just1337 studio,crohack",2016,1,0.0
"just1337 studio,cyberoar",2017,1,0.0
juste a,2017,1,0.0
juste aan,2017,1,0.0
justforward,2017,2,0.0
justin varghese,2016,1,0.0
jutsu games,2017,3,33.33
juvty worlds ltd.,2017,1,0.0
jérôme bodin,2016,1,0.0
jötunn games,2015,1,0.0
k bros games,2015,1,0.0
k bros games,2016,2,0.0
k bros games,2017,1,100.0
k monkey,2015,1,0.0
k-d lab,1998,1,0.0
k-d lab,2004,1,0.0
k-d lab,2006,1,0.0
kadokawa,2005,1,0.0
kadokawa,2008,1,0.0
kadokawa,2012,1,0.0
kadokawa,2013,1,0.0
kadokawa,2015,2,0.0
kadokawa,2016,5,20.0
kadokawa,2017,7,0.0
kadokawa games / grasshopper manufacture,2014,1,0.0
"kadokawa games, ltd",2017,2,0.0
"kadokawa,celianna",2016,1,0.0
"kadokawa,celianna",2017,3,0.0
"kadokawa,degica,yoji ojima",2017,1,0.0
"kadokawa,despain",2016,1,0.0
"kadokawa,jstewart music",2016,1,0.0
"kadokawa,joel steudler",2016,3,0.0
"kadokawa,kadokawa dwango corporation",2016,1,100.0
"kadokawa,kairi sawler",2016,1,0.0
"kadokawa,michael rookard",2016,1,0.0
"kadokawa,murray atkinson",2017,3,0.0
"kadokawa,pv games",2016,1,0.0
"kadokawa,pvgames",2016,1,0.0
"kadokawa,sherman3d",2017,2,0.0
"kadokawa,vexed enigma",2017,1,0.0
"kadokawa,yoji ojima",2015,3,0.0
"kadokawa,yoji ojima",2016,10,0.0
"kadokawa,yoji ojima",2017,18,0.0
"kadokawa,yoji ojima,frontier works",2016,1,0.0
"kadokawa,yoji ojima,hiroki kikuta",2017,2,0.0
"kadokawa,yoji ojima,murray atkinson",2017,2,0.0
"kadokawa,yoji ojima,pvgames",2017,2,0.0
"kadokawa,yoji ojima,refmap",2016,1,0.0
"kadokawa,yoji ojima,sherman 3d",2017,1,0.0
"kadokawa,yoji ojima,sherman3d",2017,2,0.0
"kadokawa,yoji ojima,studio saizensen",2016,2,100.0
kamai media,2017,1,0.0
kava game studio,2017,1,0.0
kbjgames,2015,1,0.0
kc flight shop,2015,1,0.0
kdv games,2007,1,0.0
kdv games,2009,1,0.0
kea games,2017,1,0.0
kemco,2017,2,0.0
kfriske studios,2017,2,50.0
kgourmet,2017,1,0.0
khb-soft,2016,3,0.0
king art,2012,4,0.0
king art,2013,2,0.0
king art,2015,2,0.0
king art,2016,2,0.0
"king art,upjers",2017,1,100.0
kings guard games,2016,1,0.0
kitatus studios,2015,1,0.0
kixeye,2015,1,100.0
kixeye,2017,9,0.0
kocmoc17,2017,1,0.0
"koei tecmo games co., ltd.",2014,36,19.44
"koei tecmo games co., ltd.",2015,54,1.85
"koei tecmo games co., ltd.",2016,6,16.67
"koei tecmo games co., ltd.",2017,136,13.24
kog,2014,3,33.33
kog,2015,2,0.0
kogado studio,2017,1,0.0
"krobon station,den-fami nico game magazine",2016,1,0.0
kt games,2017,1,0.0
ktx software,2011,1,0.0
ktx software,2014,4,0.0
kuma games,2018,1,100.0
"kuma, llc",2017,4,25.0
kuroneko soft,2014,1,100.0
kuroneko soft,2015,1,0.0
kuroneko soft,2017,1,100.0
kusone studio limited,2017,1,0.0
kwl productions,2017,1,0.0
kaan bukusoglu,2017,1,100.0
kabuk games,2017,1,0.0
kacper stasiełuk,2017,1,0.0
kaia studios,2017,2,0.0
kaigan games oü,2017,1,0.0
"kaiko,neon studios",2015,1,0.0
kairi sawler,2015,1,0.0
kajak games,2015,1,0.0
kajak games,2017,1,0.0
kaleidogames,2015,1,0.0
kaleidogames,2017,1,0.0
kalopsia games,2016,1,0.0
kamil szczepanik,2017,1,0.0
"kamil szczepanik,bartosz zajkowski",2016,2,0.0
kamina dimension,2017,1,0.0
kamiyasoft,2016,1,0.0
kaneda games,2016,1,0.0
kaos studios,2008,1,0.0
"kaos studios,digital extremes",2011,3,0.0
karabas_studio,2017,1,0.0
kardfy studios,2014,1,0.0
karjasoft,2015,2,50.0
karl flodin,2017,1,0.0
kasaa solution,2015,1,0.0
"kastriot sulejmani,brayden myers",2016,1,100.0
"kastriot sulejmani,logan gerrol",2016,1,0.0
katakura hibiki,2016,1,0.0
katakura hibiki,2017,3,0.0
katapult,2016,1,0.0
katatema,2016,1,0.0
"katatema,watson",2016,1,0.0
katauri,2014,4,25.0
katauri interactive,2009,1,0.0
katauri interactive,2010,1,0.0
katsudou mangaya,2016,1,100.0
kayabros,2017,1,0.0
kazakov oleg,2015,2,0.0
kazakov oleg,2016,1,0.0
kedexa,2016,1,0.0
kedexa,2017,1,0.0
keen games,2014,6,0.0
keen games,2017,4,0.0
keen software house,2012,2,0.0
keen software house,2015,2,0.0
keen software house,2016,1,0.0
keinart lobre,2016,2,100.0
keinart lobre,2017,2,0.0
kelint,2016,1,0.0
"kelkafa studios,cardboard sword limited,jet stone studios",2015,1,0.0
kelsam,2017,1,0.0
"kenneth caselli,gianmarco rocco",2016,1,0.0
kenney,2015,1,0.0
kenny sun,2015,2,50.0
kenny sun,2016,1,0.0
kenny sun,2017,1,0.0
kent hudson,2017,1,0.0
kerberos productions,2012,1,0.0
kerberos productions inc.,2008,1,0.0
kerberos productions inc.,2014,5,20.0
kerberos productions inc.,2015,6,0.0
kerberos productions inc.,2016,3,0.0
kerberos productions inc.,2017,1,0.0
kerim kumbasar,2015,1,0.0
kerim kumbasar,2017,1,0.0
kerry batts,2016,1,0.0
kerry batts,2017,1,0.0
kestrel games,2017,1,0.0
kether studio,2017,1,0.0
ketos games,2015,1,0.0
kettel,2014,1,0.0
kev jackson,2016,1,0.0
kev jackson,2017,4,0.0
kevin carville,2015,1,0.0
kevin jess horton,2016,1,0.0
kevin nitschmann,2017,1,100.0
"kevin nitschmann,christian rolle",2017,1,0.0
"kevin nitschmann,philip zunk",2016,1,0.0
kevin nitschmann/darius bode,2015,1,0.0
kevin nitschmann/darius bode,2016,1,0.0
kevin paek,2017,1,0.0
kevin suckert,2016,1,0.0
kew mcparlane,2016,1,0.0
key17 games,2012,1,0.0
key17 games,2014,1,0.0
keybol,2014,1,0.0
"keybol,iskander aminov",2015,1,0.0
"keybol,nitrome limited,mike studios",2017,1,0.0
keys of nine entertainment,2014,1,0.0
kezarus,2017,1,0.0
khan,2017,1,0.0
kheops studio,2006,1,0.0
kheops studio,2014,2,0.0
khor chin heong,2017,1,0.0
khud0,2016,1,0.0
khundar,2017,1,0.0
kibosso media,2017,1,0.0
kickbomb entertainment llc,2016,2,0.0
kidalang,2015,3,33.33
kidalang,2016,1,0.0
kiddy,2016,1,0.0
kiddy,2017,1,0.0
kids up hill,2014,1,0.0
kieffer bros.,2015,1,0.0
kiemura ltd,2016,1,0.0
kikiwik games,2015,1,0.0
killhouse games,2014,1,0.0
killhouse games,2015,1,0.0
killer bee software,2017,1,0.0
killer bees games,2017,1,0.0
killer lobster,2016,1,0.0
killer teapot games,2015,1,0.0
killerpokegames,2017,1,0.0
killerfish games,2016,1,0.0
killerfish games,2017,2,0.0
killerkun,2017,1,0.0
killmonday games ab,2015,1,0.0
killmonday games hb,2015,2,50.0
killspace entertainment,2011,1,0.0
kilted camel,2015,1,0.0
kilted camel,2017,1,0.0
kimeric labs,2016,1,0.0
kimmo lahtinen,2015,1,0.0
kinahmi games,2015,1,0.0
kindermann corp.,2016,1,0.0
kinelco &amp; lone elk creative,2014,1,0.0
kinelco &amp; lone elk creative,2015,1,0.0
king crow studios,2017,2,50.0
king's lance games,2017,1,0.0
kingdom games,2015,3,0.0
kingdom games,2016,1,100.0
kingdom games,2017,1,0.0
kinifigames llc,2014,1,0.0
kinifigames llc,2016,1,0.0
kinmoku,2016,1,0.0
kintogames,2014,1,0.0
"kintogames,dolores entertainment",2016,1,0.0
kirun,2016,1,0.0
"kirun,algamedev,alexander m",2017,1,0.0
kirill gurman,2017,1,0.0
kirill kupryakhin,2015,1,0.0
kirill kupryakhin,2017,2,0.0
kiritsu games,2015,1,0.0
kirklight games,2016,1,0.0
kiro'o games,2016,2,0.0
kisareth studios,2014,1,0.0
kisareth studios,2015,2,0.0
kisareth studios,2017,1,0.0
kishmish games,2016,1,0.0
kite games,2017,2,0.0
kitfox games,2014,1,0.0
kitfox games,2016,2,0.0
kitsune games,2017,1,0.0
kittehface software,2015,3,0.0
kittik game studio,2017,1,0.0
kitty lambda games inc.,2016,2,0.0
kivano,2016,1,0.0
kiwiforge,2017,1,0.0
kiz studios,2015,1,100.0
kiz studios,2016,1,100.0
kiz studios,2017,5,20.0
klace,2016,1,0.0
klassen games,2017,1,0.0
klei entertainment,2010,1,0.0
klei entertainment,2012,2,0.0
klei entertainment,2013,2,0.0
klei entertainment,2014,2,0.0
klei entertainment,2015,3,0.0
klei entertainment,2016,1,0.0
klei entertainment,2017,2,50.0
"klei entertainment,capybara games",2015,1,0.0
klingelhöfer &amp; schlüter gbr,2017,1,0.0
klonk games,2015,1,100.0
klonk games,2017,1,0.0
kloonigames,2009,1,0.0
kmany design,2017,1,0.0
"knightmare games, limited",2017,1,0.0
knitted pixels,2016,1,0.0
knossos software,2017,1,0.0
knowwonder,2003,1,0.0
knuckle cracker,2014,1,0.0
knuckle cracker,2016,4,0.0
knuist &amp; perzik,2016,4,0.0
knut mueller,2016,1,0.0
knut müller,2017,1,0.0
koalabs,2014,1,0.0
"koboldgames,daedalic entertainment",2013,1,0.0
kobra studio,2015,1,0.0
kobra studio,2016,3,0.0
kodama games,2016,1,0.0
kodari games,2016,1,0.0
kodots games,2014,1,0.0
kodots games,2016,2,0.0
koga tech limited,2015,1,0.0
koheigallery,2017,8,0.0
kojima productions,2014,1,0.0
kokakiki,2010,1,0.0
koker_007,2017,1,0.0
kokua games,2016,1,100.0
kolapo oni,2017,1,0.0
koloss kolektiv,2017,1,0.0
komar games,2011,1,0.0
konami digital entertainment,2015,8,0.0
konami digital entertainment,2016,6,0.0
konami digital entertainment,2017,1,100.0
"konami digital entertainment co., ltd",2017,1,100.0
"konami digital entertainment co., ltd.",2017,1,0.0
kongmeng yang,2016,1,0.0
kongroth,2017,1,0.0
konsordo,2014,1,0.0
konsordo,2015,2,0.0
konstantin koshutin,2009,1,0.0
konstructors entertainment,2016,1,0.0
konstructors entertainment,2017,2,0.0
koo games ltd,2017,2,50.0
koodilab,2017,1,0.0
kool2play,2016,2,0.0
kool2play,2017,1,0.0
kool2play sp. z o.o.,2017,1,0.0
koreez,2017,2,0.0
korion,2017,1,100.0
kormishenkov anton,2016,1,0.0
"korovkin nikita,filatov igor,lagunov roman,kristian shatov",2018,1,0.0
kortegames,2016,1,100.0
kosek.com,2015,1,100.0
kot in action creative artel,2011,1,0.0
kot in action creative artel,2013,1,0.0
koth studo,2017,1,0.0
kotoshiro,2018,1,0.0
kowai sugoi studios,2017,1,0.0
koya game,2015,1,0.0
koya game,2016,1,100.0
"kozinaka,weilard,quyse",2017,1,100.0
krafted games,2016,1,0.0
kraftix games,2015,2,0.0
kraken bit,2017,1,0.0
kraken empire,2014,1,0.0
kranx productions,2008,2,0.0
krax games,2016,1,0.0
krealit,2015,1,0.0
krealit,2016,2,0.0
krealit,2017,1,0.0
kremlingames,2017,2,0.0
kresimir cvitanovic,2017,1,0.0
krillbite studio,2013,1,100.0
krillbite studio,2014,2,100.0
krillbite studio,2017,1,0.0
krin juangbhanich,2017,1,0.0
kristen cheely,2015,1,0.0
kristjan skutta,2016,1,0.0
krita foundation,2014,1,0.0
"kritzelkratz 3000,jowood",2003,1,0.0
krome studios,2009,1,0.0
krome studios,2010,1,0.0
krome studios,2015,6,0.0
krome studios,2016,1,0.0
krome studios,2017,4,0.0
kronosaur productions,2015,2,50.0
krossrails,2013,1,0.0
krossrails,2014,1,0.0
"krossrails,dovetail games",2011,1,0.0
krutovig,2015,1,0.0
krystian majewski,2011,1,0.0
"krzysztof łoza,marcin brzozowski",2017,1,0.0
kuchalu,2014,1,0.0
kuchnier games,2017,1,0.0
kucing rembes,2017,1,0.0
kucing rembes,2018,1,0.0
kudosoft,2003,1,0.0
kukouri,2012,1,0.0
kukouri mobile entertainment,2017,1,100.0
kumobius,2015,1,0.0
kuno interactive,2013,1,0.0
kunos simulazioni,2015,3,0.0
kunos simulazioni,2016,6,0.0
kunos simulazioni,2017,2,0.0
kurechii,2016,2,0.0
kurisu no patto,2016,2,0.0
kursed studios,2015,1,0.0
kut stupid,2016,1,100.0
"kxone,andrew drumov,starmops",2017,2,0.0
kyle ballentine,2016,1,0.0
kyle pulver,2012,1,0.0
kyle seeley,2015,1,100.0
kyle seeley,2017,1,0.0
kylotonn,2005,1,0.0
kylotonn,2017,5,20.0
kylotonn entertainment,2013,1,0.0
kylotonn entertainment,2014,1,0.0
kylotonn entertainment,2015,1,100.0
kylotonn racing games,2015,4,0.0
kylotonn racing games,2016,4,0.0
kylotonn racing games,2017,2,0.0
kyon games,2017,1,0.0
kyrylo kuzyk,2016,1,0.0
kyuppin,2017,1,0.0
kyvos studios,2017,1,100.0
kyy games,2014,1,0.0
kyy games,2015,1,0.0
kyy games,2016,2,0.0
kyy games,2017,1,100.0
kähm,2016,1,0.0
kähm,2017,1,0.0
l rod,2017,1,0.0
l twigger,2017,1,0.0
l&amp;k logic korea,2015,1,100.0
l. stotch,2016,4,50.0
"l. stotch,vladimir soldatov",2017,2,50.0
l1gh7 (brijee),2018,1,100.0
l3o interactive,2014,1,0.0
lab132,2017,1,0.0
"lame dimension,flying pudding studios",2017,1,0.0
lan - games eood,2017,2,50.0
lb,2016,1,0.0
ldc studios,2015,1,100.0
lever software,2016,3,33.33
lever software,2017,2,50.0
lgk games,2014,3,33.33
lin ke hsi,2017,1,0.0
liuting,2017,1,0.0
linsodeteh,2016,1,0.0
lka,2016,1,100.0
llc intenzibne,2018,1,0.0
lovigame,2016,1,0.0
lovigame,2017,1,100.0
lovigame,2018,1,0.0
lr studio,2017,1,100.0
"lrdgames, inc.",2015,2,50.0
ls ensemble,2016,1,0.0
lstgames,2017,1,0.0
lucky girls limited,2015,1,100.0
lvgamedev llc,2017,1,0.0
lwna,2016,1,100.0
lys,2017,1,0.0
la moustache studio,2015,1,100.0
lab zero games,2013,3,0.0
lab zero games,2014,2,0.0
lab zero games,2015,3,33.33
lab zero games,2016,1,0.0
lablike sp. z o.o.,2016,1,0.0
laboratstudio,2015,1,100.0
labory,2016,1,0.0
laborystudio,2017,1,0.0
labyrinthine,2015,3,0.0
labyrinthine,2017,1,0.0
lached up games,2017,1,0.0
lacuna corporation,2016,1,0.0
ladia group,2016,2,0.0
"ladomu,angels blue digital entertainment,digitalez",2016,1,0.0
lag studios,2015,3,33.33
lagun victor,2016,2,0.0
lagun victor,2017,2,0.0
"lambda,恶魔橘子",2016,1,0.0
"lamina studios,mike studios",2016,2,0.0
laminar research,2014,7,85.71
laminar research,2017,7,85.71
lampfire,2017,1,0.0
lamplight studios,2015,2,0.0
lance kettledas,2017,1,0.0
landauer games,2017,1,100.0
landfall,2015,2,50.0
landfall,2016,1,0.0
landfall west,2017,1,0.0
"landfall,karl flodin",2016,1,0.0
landon podbielski,2015,1,0.0
lantana games,2014,1,0.0
lantana games,2015,2,0.0
lapovich,2016,1,0.0
lapovich,2017,2,0.0
lapusanu patriciu,2017,1,0.0
large visible machine,2016,2,0.0
larian studios,2002,1,0.0
larian studios,2004,1,0.0
larian studios,2012,1,0.0
larian studios,2013,1,0.0
larian studios,2014,2,0.0
larian studios,2015,1,0.0
larian studios,2017,2,0.0
larkon studio,2017,1,0.0
"larry martin,phillip brossia",2017,2,0.0
laruagames,2017,1,0.0
laser dog,2017,1,0.0
"laser guided games, llc",2014,1,0.0
"laser guided games, llc",2017,1,0.0
laserstone,2017,2,50.0
lasmelan,2016,1,0.0
"lasso games, llc",2016,1,0.0
last benevolence,2016,1,0.0
last day of work,2005,1,0.0
last day of work,2006,1,0.0
last day of work,2007,2,0.0
last day of work,2008,1,0.0
last day of work,2009,1,0.0
last dimension,2014,1,0.0
last dimension,2015,1,0.0
last life games,2016,1,0.0
last limb llc,2014,1,100.0
last lotus,2016,2,0.0
last quarter studios,2015,1,0.0
latent studios,2017,1,0.0
latinas tomatos,2017,1,0.0
laudo games,2016,1,0.0
laughing jackal ltd,2014,1,0.0
laughing jackal ltd,2015,1,0.0
laughing jackal ltd,2016,1,0.0
laugical games,2016,2,0.0
laundry bear games,2017,2,0.0
laura shigihara,2017,2,0.0
laush dmitriy sergeevich,2017,9,0.0
laush dmitriy sergeevich,2018,1,0.0
laush studio,2017,1,0.0
"lava flow games, llc",2017,1,0.0
lavaboots studios,2014,3,33.33
lawrence russell,2015,1,0.0
layer games,2016,1,0.0
layton hawkes,2017,1,0.0
layvinas,2017,1,0.0
"lazer guss studio,nova dimension",2017,1,0.0
lazy 8 studios,2009,1,0.0
lazy bear games,2016,2,0.0
lazy bear games,2018,1,100.0
lazy bum games,2015,1,0.0
lazy games studio ltd,2016,1,0.0
lazy monday games,2015,1,0.0
lazy turtle games,2012,1,0.0
lazy turtle games,2014,1,0.0
le cartel studio,2016,1,0.0
legrudge &amp; rugged,2012,1,0.0
lead money games,2017,2,0.0
leadwerks software,2014,5,20.0
leadwerks software,2015,2,50.0
leadwerks software,2016,1,0.0
leadwerks software,2017,1,0.0
leaghorn,2016,1,0.0
league of geeks,2015,2,0.0
league of geeks,2016,2,0.0
league of geeks,2017,2,0.0
league of sweat ent.,2017,1,0.0
leaning tower studio,2017,2,0.0
"learndistrict inc.,the negatives",2015,2,0.0
"leathericecream,lazytomato,madvertiz0r",2017,1,0.0
led,2017,1,0.0
lee page,2012,1,0.0
lee sang,2016,1,0.0
leetingchou,2015,1,0.0
left flank games,2017,1,0.0
legalase studio,2017,1,0.0
legend entertainment,1996,1,0.0
legend studio,2014,1,0.0
legend studio,2015,1,0.0
legend studio,2016,1,0.0
"legendarytaler,oddeyefish",2017,1,0.0
legion ivory,2017,1,0.0
leikir studio,2015,1,0.0
leikir studio,2016,1,0.0
lemon jam studio,2017,1,0.0
lemon moose,2015,1,0.0
lemonorange,2015,1,0.0
lemondo entertainment,2014,1,0.0
lemondo games,2016,1,0.0
lemonsucker games,2016,1,100.0
lemuria,2016,1,100.0
leo b,2016,1,0.0
leon aminof,2017,1,100.0
leon aminof,2016,1,0.0
"leonard menchiari,iv productions",2017,1,0.0
leonardo alexandrino,2017,2,0.0
leppsoft,2016,2,50.0
leshawhite studio,2017,1,0.0
"leshawhite studio,leshawhite studio",2017,1,0.0
leslaw sliwko,2011,1,0.0
leslaw sliwko,2015,1,0.0
leslaw sliwko,2017,4,0.0
lesley dodd,2015,1,0.0
lesta studio,2003,1,0.0
lesta studio,2007,2,0.0
lesta studio,2010,1,0.0
lev gogol,2017,2,0.0
levall games ab,2017,2,0.0
level eight ab,2015,1,0.0
"level up labs, llc",2012,1,0.0
leveled games,2016,1,0.0
"levels or lives,super fun games",2015,1,0.0
"lewis bergin,gorepixelgames",2017,1,0.0
lewis fitzjohn,2016,1,0.0
lexis numerique,2007,1,0.0
lexis numérique,2014,1,0.0
limavr,2017,2,0.0
liam davis,2016,1,0.0
liam davis,2017,1,0.0
"liam hughes,ryan cooper",2017,1,0.0
liam sauvé,2016,1,0.0
liam twose,2017,1,0.0
liar-soft,2016,2,0.0
liber primus games,2016,1,100.0
liber primus games,2017,1,0.0
lichthund,2016,2,0.0
lienzo,2016,2,0.0
life jumb dt,2016,1,0.0
life a little,2017,1,0.0
lifespark entertainment,2015,2,0.0
ligagamesstudio,2016,1,0.0
light,2017,1,0.0
light arc studio ltd,2016,1,0.0
light bringer games inc.,2016,1,100.0
light echo,2014,1,0.0
light media games,2017,1,0.0
light road games,2017,2,0.0
light shock software s.n.c,1996,1,0.0
light soft,2017,1,0.0
light step games,2016,1,0.0
light vision interactive,2015,4,25.0
lightarrow games,2016,1,0.0
lightbulb crew,2015,4,100.0
lightbulb crew,2017,5,20.0
lighthouse games studio,2015,1,0.0
lighthouse games studio,2017,1,0.0
lightmare studio,2014,2,50.0
lightmare studios,2014,1,100.0
lightmare studios,2016,7,0.0
lightning man media,2015,1,0.0
lightning man media,2017,1,0.0
lightray games,2016,1,0.0
lightsoutgames,2015,1,0.0
lightsoutgames,2017,1,0.0
lightspyre tales,2017,1,0.0
lillywelland inc.,2017,10,0.0
limasse five,2014,1,0.0
limbic entertainment,2015,1,0.0
limbic entertainment,2016,1,0.0
limbic entertainment gmbh,2012,1,0.0
limbic entertainment gmhh,2012,1,0.0
limed,2017,3,0.0
"limed,lalalazero,urbanoff",2017,1,0.0
limpage,2016,1,0.0
linq,2017,1,0.0
lince works,2016,4,25.0
"linden research, inc.",2017,1,100.0
"lingrimm,natalie de corsair",2018,1,100.0
linksolutions ltd.,2015,1,0.0
linked dimensions,2013,1,0.0
linkflag studio,2017,1,0.0
lino slahuschek,2016,1,0.0
"lino slahuschek,jazzsticks",2015,1,0.0
lion game lion,2017,1,0.0
"lion game lion,overkill - a starbreeze studio.",2015,4,100.0
"lion shield, llc",2017,1,0.0
lion game lion,2017,2,0.0
lion's shade,2013,1,0.0
lion's shade,2016,2,0.0
lion's shade,2017,1,0.0
lionsword,2016,1,0.0
lionhead studios,2011,1,0.0
lionhead studios,2014,4,25.0
lionheart creations,2015,2,0.0
lionheart creations,2016,3,0.0
lions crayons games,2017,1,0.0
liquid dragon studios,2015,1,0.0
liquid entertainment,2008,1,0.0
liquid entertainment,2012,1,0.0
liquid flower,2014,2,50.0
liquid flower,2017,1,0.0
lisa voronova,2016,1,0.0
lite microsystems,2017,1,0.0
little big lee,2016,1,0.0
little big lee,2017,1,0.0
little big mmo,2017,6,16.67
little cat feet,2016,1,0.0
little cat feet,2017,2,0.0
little cloud games,2016,1,0.0
little freedom factory,2016,2,0.0
little games company,2015,1,0.0
little green man games,2012,1,0.0
little green men games,2012,1,0.0
little green men games,2014,1,0.0
little green men games,2015,3,0.0
little green men games,2017,5,0.0
little smart planet,2017,2,0.0
little world studio,2012,1,0.0
little world studio,2013,1,0.0
little world studio,2014,1,0.0
little world studio,2016,1,0.0
little worlds interactive,2014,1,0.0
littlewitch,2015,1,0.0
"live in the game, llc self",2017,1,100.0
liveitgames llc,2015,1,0.0
liz-arts,2016,5,0.0
lizard factory,2016,1,0.0
lizardcube,2017,2,0.0
lizsoft,2012,1,0.0
llama software,2017,47,6.38
llamasoft ltd,2009,1,0.0
llamasoft ltd,2010,1,0.0
lled games,2017,1,0.0
loadupgames.com,2017,2,0.0
loading home,2015,1,0.0
loading home,2017,1,0.0
locked door puzzle,2013,1,0.0
locked door puzzle,2014,1,0.0
locked door puzzle,2015,1,0.0
"locomalito,gryzor87",2016,1,0.0
"locomalito,gryzor87,abylight",2017,1,0.0
locomotivah,2015,3,0.0
lofty sky entertainment inc.,2017,2,0.0
logan apple,2017,1,0.0
logan mcclure,2017,1,0.0
logic artists,2013,1,0.0
logic artists,2015,1,0.0
logic artists,2017,3,33.33
logic droid,2017,1,0.0
logic tree,2015,1,0.0
logic tree,2017,1,0.0
logiraffe,2017,1,0.0
logos universe,2017,1,0.0
logvinenko alexandr,2016,1,0.0
lohika games,2015,2,0.0
